p5-XML-SAX-Expat-0.51_1        Simple API for XML
p5-common-sense-3.75           Perl common defaults with lower memory usage
p5-libwww-6.44                 Perl5 library for WWW access
p5-subversion-1.13.0           Perl bindings for Version control system
pango-1.42.4_3                 Open-source framework for the layout and rendering of i18n text
pciids-20200529                Database of all known IDs used in PCI devices
pcre-8.44                      Perl Compatible Regular Expressions library
pcre2-10.35                    Perl Compatible Regular Expressions library, version 2
perl5-5.30.3                   Practical Extraction and Report Language
phonon-qt5-4.11.1              KDE multimedia framework
pinentry-1.1.0_6               Collection of simple PIN or passphrase entry dialogs
pinentry-qt5-1.1.0_1           Qt 5 version of the GnuPG password dialog
pinentry-tty-1.1.0             Console version of the GnuPG password dialog
pixman-0.40.0                  Low-level pixel manipulation library
pkg-1.14.4                     Package manager
pkgconf-1.6.3,1                Utility to help to configure compiler and linker flags
png-1.6.37                     Library for manipulating PNG images
polkit-0.116                   Framework for controlling access to system-wide components
polkit-qt-1-0.113.0_8          Qt5 wrapper around Polkit libraries
poppler-data-0.4.9_3           Poppler encoding data
portaudio-19.6.0_3,1           Portable cross-platform Audio API
protobuf-3.12.2,1              Data interchange format library
psutils-1.17_5                 Utilities for manipulating PostScript documents
py27-Babel-2.8.0               Collection of tools for internationalizing Python applications
py27-Jinja2-2.10.1             Fast and easy to use stand-alone template engine
py27-MarkupSafe-1.1.1          Implements XML/HTML/XHTML Markup safe string for Python
py27-html5lib-1.0.1            Python based HTML parser based on the HTML5 spec
py27-ply-3.11                  Python Lex-Yacc
py27-pytz-2020.1,1             World Timezone Definitions for Python
py27-setuptools-44.0.0         Python packages installer
py27-six-1.14.0                Python 2 and 3 compatibility utilities
py27-webencodings-0.5.1        Character encoding aliases for legacy web content
py37-Babel-2.8.0               Collection of tools for internationalizing Python applications
py37-CommonMark-0.9.1          Python parser for the CommonMark Markdown spec
py37-Jinja2-2.10.1             Fast and easy to use stand-alone template engine
py37-MarkupSafe-1.1.1          Implements XML/HTML/XHTML Markup safe string for Python
py37-MechanicalSoup-0.12.0     Python library for automating interaction with websites
py37-alabaster-0.7.6           Modified Kr Sphinx theme
py37-appdirs-1.4.3             Python module for determining platform-specific dirs
py37-asn1crypto-1.3.0          ASN.1 library with a focus on performance and a pythonic API
py37-beaker-1.11.0             Session and Caching library with WSGI Middleware
py37-beautifulsoup-4.9.0       HTML/XML Parser for Python
py37-cairo-1.18.1_1            Python 2 bindings for Cairo
py37-certifi-2020.4.5.1        Mozilla SSL certificates
py37-cffi-1.14.0               Foreign Function Interface for Python calling C code
py37-chardet-3.0.4_3           Universal encoding detector for Python 2 and 3
py37-cryptography-2.6.1        Cryptographic recipes and primitives for Python developers
py37-cython-0.29.15            Compiler for Writing C Extensions for the Python Language
py37-dateutil-2.8.1            Extensions to the standard Python datetime module
py37-decorator-4.4.2           Decorators for Humans
py37-docutils-0.15.2           Python Documentation Utilities
py37-evdev-0.8.1_1             Bindings to the Linux input handling subsystem
py37-future-0.18.2             Clean single-source support for Python 3 and 2
py37-gmusicapi-11.0.1          Unofficial Python API for Google Play Music
py37-gobject3-3.28.3_1         Python 3.7 bindings for GObject
py37-gpsoauth-0.4.1            Python client library for Google Play Services OAuth
py37-html5lib-1.0.1            Python based HTML parser based on the HTML5 spec
py37-httplib2-0.17.3           Comprehensive HTTP client library
py37-idna-2.8                  Internationalized Domain Names in Applications (IDNA)
py37-imagesize-1.1.0           Python image size library
py37-libxml2-2.9.10            Python interface for XML parser library for GNOME
py37-lxml-4.5.1                Pythonic binding for the libxml2 and libxslt libraries
py37-mako-1.0.14               Super-fast templating language in Python
py37-mock-3.0.5                Rolling backport of unittest.mock for all Pythons
py37-mutagen-1.42.0_2          Python-based audio metadata tag reader and writer
py37-ndg_httpsclient-0.5.1_1   Enhance HTTPS support for httplib and urllib2
py37-oauth2client-4.1.3        OAuth 2.0 client library
py37-openssl-19.0.0            Python interface to the OpenSSL library
py37-packaging-20.4            Core utilities for Python packages
py37-pip-19.1.1                Tool for installing and managing Python packages
py37-protobuf-3.12.2,1         Google protobuf Python Client Library
py37-pyasn1-0.4.7              ASN.1 toolkit for Python
py37-pyasn1-modules-0.2.7      Collection of ASN.1 data structures for py-pyasn1
py37-pycparser-2.20            C parser in Python
py37-pycryptodome-3.9.0        Cryptographic library for Python
py37-pygments-2.5.2            Syntax highlighter written in Python
py37-pyparsing-2.4.7           General parsing module for Python
py37-pysocks-1.7.1             Python SOCKS module
py37-pystemmer-2.0.0.1         Snowball Stemming Algorithms for Information Retrieval
py37-pytz-2020.1,1             World Timezone Definitions for Python
py37-pyudev-0.22.0             Pure Python libudev binding
py37-recommonmark-0.5.0_2      CommonMark bridge for docutils and Sphinx
py37-requests-2.22.0           HTTP library written in Python for human beings
py37-rsa-3.4.2_1               Pure-Python RSA implementation
py37-setuptools-44.0.0         Python packages installer
py37-setuptools_scm-3.4.3      Setuptools plugin to manage your versions by scm tags
py37-six-1.14.0                Python 2 and 3 compatibility utilities
py37-snowballstemmer-1.2.1     Snowball stemming library collection for Python
py37-soupsieve-1.9_1           CSS4 selector implementation for BeautifulSoup
py37-sphinx-3.0.3,1            Python documentation generator
py37-sphinxcontrib-applehelp-1.0.2 Extension which outputs Apple help books
py37-sphinxcontrib-devhelp-1.0.2 Sphinx extension which outputs Devhelp document
py37-sphinxcontrib-htmlhelp-1.0.3 Sphinx extension which renders HTML help files
py37-sphinxcontrib-jsmath-1.0.1 Sphinx extension which renders display math in HTML via JavaScript
py37-sphinxcontrib-qthelp-1.0.3 Sphinx extension which outputs QtHelp document
py37-sphinxcontrib-serializinghtml-1.1.4 Sphinx extension which outputs serialized HTML files (json and pickle)
py37-toml-0.10.0               Python library for parsing and creating TOML
py37-urllib3-1.25.7,1          HTTP library with thread-safe connection pooling, file post, and more
py37-validictory-1.1.2         General purpose Python data validator
py37-webencodings-0.5.1        Character encoding aliases for legacy web content
pygobject3-common-3.28.3_1     Common files for the Python bindings for GObject
python27-2.7.18                Interpreted object-oriented programming language
python3-3_3                    The "meta-port" for version 3 of the Python interpreter
python37-3.7.7_1               Interpreted object-oriented programming language
qt5-assistant-5.13.2_1         Qt 5 documentation browser
qt5-buildtools-5.14.2          Qt build tools
qt5-concurrent-5.13.2          Qt multi-threading module
qt5-core-5.13.2_2              Qt core non-graphical module
qt5-dbus-5.14.2                Qt D-Bus inter-process communication module
qt5-declarative-5.14.2         Qt declarative framework for dynamic user interfaces
qt5-designer-5.13.2_1          Qt 5 graphical user interface designer
qt5-gui-5.14.2                 Qt graphical user interface module
qt5-help-5.13.2_1              Qt online help integration module
qt5-linguisttools-5.14.2       Qt localization tools
qt5-location-5.13.2            Qt location module
qt5-multimedia-5.14.2          Qt audio, video, radio and camera support module
qt5-network-5.14.2             Qt network module
qt5-opengl-5.14.2              Qt 5-compatible OpenGL support module
qt5-printsupport-5.13.2        Qt print support module
qt5-qmake-5.14.2               Qt Makefile generator
qt5-script-5.13.2              Qt 4-compatible scripting module
qt5-sensors-5.13.2             Qt sensors module
qt5-serialport-5.13.2          Qt functions to access serial ports
qt5-speech-5.13.2              Accessibilty features for Qt5
qt5-sql-5.14.2                 Qt SQL database integration module
qt5-sqldrivers-sqlite3-5.13.2  Qt SQLite 3 database plugin
qt5-svg-5.13.2                 Qt SVG support module
qt5-testlib-5.14.2             Qt unit testing module
qt5-uiplugin-5.14.2            Custom Qt widget plugin interface for Qt Designer
qt5-uitools-5.14.2             Qt Designer UI forms support module
qt5-webchannel-5.13.2          Qt 5 library for integration of C++/QML with HTML/js clients
qt5-webengine-5.13.2_2         Qt 5 library to render web content
qt5-webkit-5.212.0.a4          QtWebKit with a more modern WebKit code base
qt5-widgets-5.14.2             Qt C++ widgets module
qt5-x11extras-5.13.2           Qt platform-specific features for X11-based systems
qt5-xml-5.14.2                 Qt SAX and DOM implementations
qt5-xmlpatterns-5.14.2         Qt support for XPath, XQuery, XSLT and XML Schema
qtchooser-66_2                 Qt tool wrapper
re2-20200101                   Fast C++ regex library
readline-8.0.4                 Library for editing command lines as they are typed
rhash-1.3.9                    Utility and library for computing and checking of file hashes
ruby-2.6.6,1                   Object-oriented interpreted scripting language
screen-4.8.0                   Multi-screen window manager
sdocbook-xml-1.1_2,2           "Simplified" DocBook XML DTD
serf-1.3.9_4                   Serf HTTP client library
sessreg-1.1.2                  Manage utmp/wtmp entries for non-init X clients
setxkbmap-1.3.2                Set the keyboard using the X Keyboard Extension
shared-mime-info-1.10_2        MIME types database from the freedesktop.org project
slim-1.3.6_19                  Graphical login manager for X11, derived from Login.app
smproxy-1.0.6                  Session Manager Proxy
snappy-1.1.8                   Fast compressor/decompressor library
sndio-1.6.0                    Small audio and MIDI framework from the OpenBSD project
speech-dispatcher-0.8.8        Common interface to speech synthesis
speex-1.2.0,1                  Audio compression format designed for speech
speexdsp-1.2.0                 Audio compression format designed for speech
spidermonkey60-60.9.0_2        Standalone JavaScript based from Mozilla 60-esr
sqlite3-3.31.1_1,1             SQL database engine in a C library
startup-notification-0.12_4    Library that supports startup notification spec from freedesktop.org
sterm-0.8.3                    Simple X terminal
subversion-1.13.0_1            Version control system
sudo-1.8.31p1                  Allow others to run commands as root
surf-browser-2.0_2             Simple Web browser based on WebKit2/GTK+
swig30-3.0.12_1                Generate wrappers for calling C/C++ code from other languages
tcl86-8.6.10                   Tool Command Language
texi2html-5.0_2,1              Texinfo to HTML converter
texinfo-6.7_3,1                Typeset documentation system with multiple format output
the_silver_searcher-2.2.0      Code-searching tool similar to ack but faster
tiff-4.1.0                     Tools and library routines for working with TIFF images
tpm-emulator-0.7.4_2           Trusted Platform Module (TPM) emulator
tradcpp-0.5.3                  Traditional (K&R-style) C preprocessor
trousers-0.3.14_2              Open-source TCG Software Stack
twm-1.0.10_1                   Tab Window Manager for the X Window System
uchardet-0.0.7                 Universal charset detection library
usbids-20200329                Database of all known IDs used in USB devices
utf8proc-2.4.0                 UTF-8 processing library
v4l_compat-1.18.0              Video4Linux IOCTL header files
vala-0.40.15,1                 Programming language and compiler that converts Vala code into C code
vim-8.2.0491_1                 Improved version of the vi editor
vulkan-headers-1.2.135.0       Headers for the Vulkan graphics API
wayland-1.18.0_3               Wayland composite "server"
wayland-protocols-1.20         Wayland protocols
webkit2-gtk3-2.28.1            Opensource browser engine using the GTK+ 3 toolkit
webp-1.1.0                     Google WebP image format conversion tool
wget-1.20.3                    Retrieve files from the Net via HTTP(S) and FTP
wifimgr-1.12                   WiFi Networks Manager
woff2-1.0.2_4                  Library and converter tools for the WOFF 2.0 web font format
wpebackend-fdo-1.4.1           Freedesktop.org backend for WPE WebKit
x11perf-1.6.1                  X11 server performance test program
x265-3.2.1_2                   H.265/High Efficiency Video Coding (HEVC) format
xaos-4.0                       Real-time interactive fractal browser
xauth-1.1                      X authority file utility
xbacklight-1.2.3               Program to adjust backlight brightness
xbitmaps-1.1.2                 X.Org bitmaps data
xcalc-1.1.0                    Scientific calculator for X
xcb-proto-1.13_1               The X protocol C-language Binding (XCB) protocol
xcb-util-0.4.0_2,1             Module with libxcb/libX11 extension/replacement libraries
xcb-util-cursor-0.1.3          XCB cursor library
xcb-util-image-0.4.0_1         Port of Xlib's XImage and XShmImage functions
xcb-util-keysyms-0.4.0_1       Standard X key constants and conversion to/from keycodes
xcb-util-renderutil-0.3.9_1    Convenience functions for the Render extension
xcb-util-wm-0.4.1_3            Framework for window manager implementation
xcb-util-xrm-1.0               XCB utility functions for the X resource manager
xclip-0.13                     Interface to X selections ("the clipboard") from the command line
xclock-1.0.9                   Analog and digital clock for X
xcmsdb-1.0.5                   Device Color Characterization utility for X
xconsole-1.0.7_1               Monitor system console messages with X
xcursor-themes-1.0.6           X.org cursors themes
xcursorgen-1.0.7               Create an X cursor file from a collection of PNG images
xdaliclock-2.44                Rather neat animated clock
xdg-utils-1.1.3_1              Tools to allow all applications to integrate with the free desktop
xdpyinfo-1.3.2_3               Display information utility for X
xdriinfo-1.0.6_3               Query configuration information of DRI drivers
xearth-1.2                     Set the root window to the image of earth
xev-1.2.3                      Print contents of X events
xf86-input-keyboard-1.9.0_4    X.Org keyboard input driver
xf86-input-libinput-0.30.0     X.Org libinput input driver
xf86-input-mouse-1.9.3_3       X.Org mouse input driver
xf86-video-intel-2.99.917.20181203_1 Driver for Intel integrated graphics chipsets
xf86-video-scfb-0.0.5_2        X.Org syscons display driver
xf86-video-vesa-2.4.0_3        X.Org vesa display driver
xf86dga-1.0.3_1                Test program for the XFree86-DGA extension
xfontsel-1.0.6                 Point and click selection of X11 font names
xgamma-1.0.6                   Gamma correction through the X server
xgc-1.0.5                      X graphics demo
xhost-1.0.8                    Server access control program for X
xinit-1.4.1,1                  X Window System initializer
xinput-1.6.3                   Very useful utility for configuring and testing XInput devices
xkbcomp-1.4.3                  Compile XKB keyboard description
xkbevd-1.1.4                   XKB event daemon
xkbutils-1.0.4_2               XKB utility demos
xkeyboard-config-2.29          X Keyboard Configuration Database
xkill-1.0.5                    Utility for killing a client by its X resource
xlockmore-5.63                 Like XLock session locker/screen saver, but just more
xlsatoms-1.1.3                 List interned atoms defined on a server
xlsclients-1.1.4               List client applications running on a display
xmessage-1.0.5                 Display message or query in a X window
xmlcatmgr-2.2_2                SGML and XML catalog manager
xmlcharent-0.3_2               XML character entities
xmms2-0.8_34                   Rewrite of xmms as a client/server system (developer release)
xmodmap-1.0.10                 Utility for modifying keymaps and pointer button mappings in X
xmountains-2.9                 X11 based fractal landscape generator
xorg-7.7_3                     X.Org complete distribution metaport
xorg-apps-7.7_4                X.org apps meta-port
xorg-cf-files-1.0.6            X.org cf files for use with imake builds
xorg-docs-1.7.1,1              X.org documentation files
xorg-drivers-7.7_6             X.org drivers meta-port
xorg-fonts-7.7_1               X.org fonts meta-port
xorg-fonts-100dpi-7.7          X.Org 100dpi bitmap fonts
xorg-fonts-75dpi-7.7           X.Org 75dpi bitmap fonts
xorg-fonts-cyrillic-7.7        X.Org Cyrillic bitmap fonts
xorg-fonts-miscbitmaps-7.7     X.Org miscellaneous bitmap fonts
xorg-fonts-truetype-7.7_1      X.Org TrueType fonts
xorg-fonts-type1-7.7           X.Org Type1 fonts
xorg-libraries-7.7_4           X.org libraries meta-port
xorg-macros-1.19.2             X.Org development aclocal macros
xorg-server-1.20.8_2,1         X.Org X server and related programs
xorgproto-2020.1               X Window System unified protocol definitions
xplanet-1.3.0_12               Draw pictures of the earth textured by an image
xpr-1.0.5                      Utility for printing an X window dump
xprop-1.2.4                    Property displayer for X
xrandr-1.5.1                   Primitive command line interface to the RandR extension
xrdb-1.2.0                     X server resource database utility
xrefresh-1.0.6                 Refresh all or part of an X screen
xscreensaver-5.44              Save your screen while you entertain your cat
xset-1.2.4_3                   User preference utility for X
xsetroot-1.1.2                 Root window parameter setting utility for X
xsnow-1.42_1                   Create a snowy and Santa-y desktop
xterm-356                      Terminal emulator for the X Window System
xtrans-1.4.0                   Abstract network code for X
xvid-1.3.7,1                   Opensource MPEG-4 codec, based on OpenDivx
xvinfo-1.1.4                   Print out X-Video extension adaptor information
xwd-1.0.7                      Dump an image of an X window
xwininfo-1.1.5                 Window information utility for X
xwud-1.0.5                     Image displayer for X
yajl-2.1.0                     Portable JSON parsing and serialization library in ANSI C
yasm-1.3.0                     Complete rewrite of the NASM assembler
zip-3.0_1                      Create/update ZIP files compatible with PKZIP
zsh-5.8                        The Z shell
zstd-1.4.5                     Fast real-time compression algorithm
